ID_MISSTA,RESOLUTION,ID_MISPHOT,Resolution_scan
1961_FR 337_P_8000,8000,1911-0181,1200
1961_FR 339_P_6500,6500,2423-0071,723
1961_FR 340_P_15000,15000,3329-0141,723
1961_FR 341_P_5000,5000,2314-0761,726
1961_FR 342_P_4000,4000,0823-0081,726
1961_FR 342_P_8000,8000,0823-0071,1200
1961_FR 343_P_20000,20000,2944-0031,723
1961_FR 344_P_7500,7500,3041-0061,723
1961_FR 345_P_8000,8000,3143-0091,1200
1961_FR 346_P_7500,7500,3434-0071,1200
1961_FR 347_P_7500,7500,1217-0081,1200
1961_FR 348_P_7500,7500,1318-0021,726
1961_FR 349_P_7500,7500,1319-0061,723
1961_FR 351_P_12000,12000,3433-0021,723
1961_FR 354_P_6000,6000,1221-0031,723
1961_REUNION 10_P_10000,10000,92PHQ7001,731
1961_REUNION 11_P_10000,10000,92PHQ6991,731
1961_REUNION 12_P_10000,10000,92PHQ6981,731
1961_REUNION 13_P_10000,10000,92PHQ6951,725
1961_REUNION 14_P_10000,10000,92PHQ6921,726
1961_REUNION 15_P_10000,10000,92PHQ6971,728
1961_REUNION 16_P_10000,10000,92PHQ6961,727
1961_REUNION 17_P_5000,5000,92PHQ6651,725
1961_REUNION 18_P_5000,5000,92PHQ6661,728
1961_REUNION 19_P_5000,5000,92PHQ6671,729
1961_REUNION 20_P_5000,5000,92PHQ6681,726
1961_REUNION 21_P_5000,5000,92PHQ6691,725
1961_REUNION 22_P_5000,5000,92PHQ6701,725
1961_REUNION 23_P_5000,5000,92PHQ6711,729
1961_REUNION 24_P_5000,5000,92PHQ6721,729
1961_REUNION 25_P_5000,5000,92PHQ6731,729
1961_REUNION 26_P_5000,5000,92PHQ6771,729
1961_REUNION 27_P_5000,5000,92PHQ6781,729
1961_REUNION 28_P_5000,5000,92PHQ6791,729
1961_REUNION 29_P_5000,5000,92PHQ6801,729
1961_REUNION 30_P_5000,5000,92PHQ6751,729
1961_REUNION 31_P_5000,5000,92PHQ6741,729
1961_REUNION 33_P_5000,5000,92PHQ6631,729
1961_REUNION 34_P_5000,5000,92PHQ6761,729
1961_REUNION 35_P_5000,5000,92PHQ6811,729
1961_REUNION 36_P_5000,5000,92PHQ6821,729
1961_REUNION 37_P_5000,5000,92PHQ6831,729
1961_REUNION 38_P_5000,5000,92PHQ6841,729
1961_REUNION 39_P_5000,5000,92PHQ6851,729
1961_REUNION 40_P_5000,5000,92PHQ6861,729
1961_REUNION 41_P_5000,5000,92PHQ6871,729
1961_REUNION 42_P_5000,5000,92PHQ6881,729
1961_REUNION 43_P_5000,5000,92PHQ6891,729
1961_REUNION 44_P_5000,5000,92PHQ6901,729
1961_REUNION 45_P_5000,5000,92PHQ6641,729
1961_REUNION 6_P_25000,25000,92PHQ6621,732
1961_REUNION 7_P_10000,10000,92PHQ6941,731
1961_REUNION 8_P_10000,10000,92PHQ6931,731
1961_REUNION 9_P_10000,10000,92PHQ6911,731
1961_TAAF_P_100,100,94PHQ5862,1200
1962_AERODROME DE RAIATEA_P_10000,10000,93PHQ1191,1200
1962_CAF_D-307_P_100,100,CF0D-3071,1200
1962_CAF_D-309_P_100,100,CF0D-3091,1200
1962_CAF_D-312_P_3000,3000,CF0D-3121,1200
1962_CAF_D-313_P_100,100,CF0D-3131,1200
1962_CAF_D-314_P_100,100,CF0D-3141,1200
1962_CAF_D-315_P_5000,5000,CF0D-3151,1200
1962_CAF_D-317_P_5000,5000,CF0D-3171,1200
1962_CAF_H-337_C_100,100,N62000015,900
1962_CAF_P-175_P_100,100,CF0P-1755,722
1962_CAF_P-176_P_100,100,CF0P-1765,722
1962_CAF_P-177_P_100,100,CF0P-1775,722
1962_CAF_P-181_P_100,100,CF0P-1815,722
1962_CAF_P-182_P_100,100,CF0P-1825,722
1962_CAF_P-182BIS_P_100,100,CF182BIS5,722
1962_CAF_P-183BIS_P_100,100,CF0P-1835,722
1962_CDP 1776_P_8000,8000,2421-0121,1200
1962_CDP 1778 A_P_9300,9300,N62000011,1200
1962_CDP 1813_P_11000,11000,2015-0081,1200
1962_CDP 1828_P_8300,8300,3242-0101,1200
1962_CDP 1856_P_8000,8000,3438-0161,1200
1962_CDP 1857_P_8000,8000,2417-0141,1200
1962_CDP 1858_P_4000,4000,2220-0121,1200
1962_CDP 1859_P_8000,8000,2316-0181,1200
1962_CDP 1860_P_8000,8000,3115-0191,1200
1962_CDP 1863_P_8000,8000,3644-0221,1200
1962_CDP 1864_P_8000,8000,2643-0111,1200
1962_CDP 1867_P_8000,8000,3337-0081,1200
1962_CDP 1868_P_8000,8000,3537-0121,1200
1962_CDP 1869_P_8000,8000,2921-0071,1200
1962_CDP 1870_P_8000,8000,3419-0071,1200
1962_CDP 1871_P_8000,8000,2134-0181,1200
1962_CDP 1872_P_8300,8300,1632-0111,1200
1962_CDP 1875_P_8000,8000,2915-0111,1200
1962_CDP 1876_P_8000,8000,2417-0151,1200
1962_CDP 1877_P_8000,8000,3115-0131,1200
1962_CDP 1878_P_8000,8000,2826-0041,1200
1962_CDP 1879_P_8300,8300,3541-0121,1200
1962_CDP 1880_P_8000,8000,2331-0181,1200
1962_CDP 1881_P_8000,8000,2335-0161,1200
1962_CDP 1882_P_8300,8300,1531-0111,1200
1962_CDP 1883_P_8000,8000,2640-0101,1200
1962_CDP 1884_P_8000,8000,2417-0161,1200
1962_CDP 1885_P_8000,8000,2311-0231,1200
1962_CDP 1886_P_8000,8000,2510-0211,1200
1962_CDP 1887_P_8000,8000,2610-0171,1200
1962_CDP 1888_P_8000,8000,2922-0041,1200
1962_CDP 1889_P_8000,8000,2616-0091,1200
1962_CDP 1891_P_8000,8000,2917-0061,1200
1962_CDP 1892_P_8000,8000,3225-0101,1200
1962_CDP 1893_P_8000,8000,2541-0101,1200
1962_CDP 1894_P_8000,8000,3643-0551,1200
1962_CDP 1895_P_8000,8000,3129-0141,1200
1962_CDP 1896_P_8000,8000,1835-0081,1200
1962_CDP 1897_P_8300,8300,1931-0111,1200
1962_CDP 1898_P_8300,8300,1432-0021,1200
1962_CDP 1899_P_8000,8000,1745-0151,1200
1962_CDP 1900_P_8000,8000,2610-0231,1200
1962_CDP 1901_P_8000,8000,2104-0231,1200
1962_CDP 1902_P_8000,8000,2643-0121,1200
1962_CDP 1903_P_8000,8000,1545-0141,1200
1962_CDP 1904_P_8000,8000,3818-0021,1200
1962_CDP 1905_P_8000,8000,2214-0971,1200
1962_CDP 1906_P_8000,8000,3031-0431,1200
1962_CDP 1907_P_8000,8000,0918-0161,1200
1962_CDP 1908_P_8000,8000,1545-0151,1200
1962_CDP 1909_P_8000,8000,2546-0101,1200
1962_CDP 1910_P_8300,8300,2844-0391,1200
1962_CDP 1911_P_8000,8000,2920-0021,1200
1962_CDP 1912_P_8000,8000,1218-0611,1200
1962_CDP 1913_P_8000,8000,1118-0061,1200
1962_CDP 1914_P_20000,20000,3234-0331,1200
1962_CDP 1915_P_20000,20000,1438-0021,1200
1962_CDP 1916_P_20000,20000,0416-0181,1200
1962_CDP 1917_P_20000,20000,2104-0221,1200
1962_CDP 1918_P_20000,20000,2741-0161,1200
1962_CDP 1919_P_20000,20000,2741-0171,1200
1962_CDP 1920_P_8100,8100,2324-0171,1200
1962_CDP 1921_P_8000,8000,1525-0051,1200
1962_CDP 1922_P_8100,8100,1824-0031,1200
1962_CDP 1923_P_8000,8000,3329-0201,1200
1962_CDP 1924_P_8000,8000,1244-0231,1200
1962_CDP 1925_P_8100,8100,1343-0101,1200
1962_CDP 1926_P_8000,8000,1545-0161,1200
1962_CDP 1927_P_8000,8000,1542-0121,1200
1962_CDP 1928_P_8000,8000,3430-0121,1200
1962_CDP 1929_P_8000,8000,3414-0311,1200
1962_CDP 1930_P_8000,8000,3520-0081,1200
1962_CDP 1932_P_20000,20000,2435-0151,1200
1962_CDP 1935_P_20000,20000,3445-0121,1200
1962_CDP 1936_P_20000,20000,1835-0091,1200
1962_CDP 1937_P_15000,15000,2825-0011,1200
1962_CDP 1940_P_20000,20000,2934-0271,1200
1962_CDP 1941_P_20000,20000,1724-0031,1200
1962_CDP 1942_P_20000,20000,2524-0261,1200
1962_CDP 1943_P_20000,20000,2532-0081,1200
1962_CDP 1944_P_20000,20000,2645-0211,1200
1962_CDP 1945_P_20000,20000,2741-0181,1200
1962_CDP 1946_P_8000,8000,2314-1721,1200
1962_CDP 1947_P_8000,8000,2218-0071,1200
1962_CDP 1948_P_5000,5000,2415-0321,1200
1962_CDP 1949_P_8100,8100,2127-0041,1200
1962_CDP 1950_P_8000,8000,2026-0031,1200
1962_CDP 1951_P_8000,8000,1513-0151,1200
1962_CDP 1952_P_8000,8000,1613-0101,1200
1962_CDP 1953_P_8000,8000,1613-0131,1200
1962_CDP 1954_P_8000,8000,3312-0131,1200
1962_CDP 1955_P_8000,8000,2504-0261,1200
1962_CDP 1957_P_20000,20000,2835-0131,1200
1962_CDP 1958_P_20000,20000,2812-0131,1200
1962_CDP 1959_P_8000,8000,1513-0131,1200
1962_CDP 1960_P_8000,8000,3037-0161,1200
1962_CDP 1961_P_8000,8000,1912-0081,1200
1962_CDP 1962_P_8000,8000,3426-0061,1200
1962_CDP 1963_P_8000,8000,2314-1731,1200
1962_CDP 1965_P_20000,20000,2347-0071,1200
1962_CDP 1966_P_20000,20000,3230-0081,1200
1962_CDP 1967_P_20000,20000,3742-0231,1200
1962_CDP 1968_P_20000,20000,3115-0171,1200
1962_CDP 1969_P_22000,22000,1525-0061,1200
1962_CDP 1970_P_20000,20000,93PHQ7501,1200
1962_CDP 1971_P_20000,20000,2512-0041,1200
1962_CDP 1972_P_20000,20000,2524-0331,1200
1962_CDP 1973_P_20000,20000,3225-0111,1200
1962_CDP 1974_P_30000,30000,0316-0121,1200
1962_CDP 1975_P_20000,20000,2645-0221,1200
1962_CDP 1977_P_8000,8000,2241-0141,1200
1962_CDP 1978_P_8000,8000,2418-0081,1200
1962_CDP 1980_P_20000,20000,2439-0231,1200
1962_CDP 1981_P_20000,20000,2546-0111,1200
1962_CDP 1982_P_20000,20000,1024-0041,1200
1962_CDP 1983_P_20000,20000,2018-0091,1200
1962_CDP 1984_P_20000,20000,1626-0041,1200
1962_CDP 1988_P_8000,8000,2645-0231,1200
1962_CDP 1989_P_8000,8000,3128-0081,1200
1962_CDP 1990_P_8000,8000,2304-0141,1200
1962_CDP 1991_P_8000,8000,3110-0101,1200
1962_CDP 1992_P_8000,8000,1915-0041,1200
1962_CDP 1993_P_8000,8000,1719-0151,1200
1962_CDP 1994_P_8100,8100,2322-0141,1200
1962_CDP 1995_P_8000,8000,2414-0391,1200
1962_CDP 1999_P_20000,20000,2635-0071,1200
1962_CDP 3834_P_8000,8000,3223-0031,1200
1962_CDP 3835_P_8100,8100,3442-0081,1200
1962_CDP 3836_P_8100,8100,3641-0031,1200
1962_CDP 3837_P_5000,5000,3140-0111,1200
1962_CDP 3838_P_8000,8000,2139-0191,1200
1962_CDP 3839_P_8000,8000,2428-0191,1200
1962_CDP 3840_P_8000,8000,3038-0171,1200
1962_CDP 3841_P_8000,8000,2308-0181,1200
1962_CDP 3842_P_8000,8000,3035-0281,1200
1962_CDP 3843_P_8000,8000,2147-0131,1200
1962_CDP 3844_P_8000,8000,3328-0161,1200
1962_CDP 3845_P_8000,8000,3144-0251,1200
1962_CDP 3846_P_8000,8000,3413-0051,1200
1962_CDP 3847_P_8000,8000,2707-0071,1200
1962_CDP 3848_P_8000,8000,2347-0081,1200
1962_CDP 3849_P_8000,8000,2449-0081,1200
1962_CDP 3850_P_8000,8000,2914-0101,1200
1962_CDP 3851_P_8000,8000,1711-0261,1200
1962_CDP 3852_P_8000,8000,1914-0051,1200
1962_CDP 3853_P_8000,8000,2315-0641,1200
1962_CDP 3860_P_8000,8000,0915-0021,1200
1962_CDP 3861_P_8000,8000,3544-0261,1200
1962_CDP 3862_P_8400,8400,1822-0171,1200
1962_CDP 3863_P_8000,8000,3128-0141,1200
1962_CDP 3864_P_8000,8000,1638-0161,1200
1962_CDP 3865_P_8000,8000,2741-0211,1200
1962_CDP 3866_P_8100,8100,3042-0141,1200
1962_CDP 3867_P_8000,8000,3314-0101,1200
1962_CDP 3868_P_8000,8000,3008-0041,1200
1962_CDP 3869_P_8000,8000,2344-0121,1200
1962_CDP 3870_P_8000,8000,2116-0181,1200
1962_CDP 3885_P_2000,2000,3040-0111,1200
1962_CDP 3887_P_20000,20000,1931-0121,1200
1962_CDP 3888_P_20000,20000,1015-0121,1200
1962_CDP 3889_P_20000,20000,1015-0111,1200
1962_CDP 3890_P_20000,20000,1713-0061,1200
1962_CDP 3891_P_20000,20000,0714-0091,1200
1962_CDP 3892_P_20000,20000,1228-0031,1200
1962_CDP 3893_P_20000,20000,2336-0131,1200
1962_CDP 3894_P_20000,20000,2336-0121,1200
1962_CDP 3895_P_20000,20000,2829-0111,1200
1962_CDP 3896_P_20000,20000,1716-0131,1200
1962_CDP 3900_P_8000,8000,0821-0231,1200
1962_CDP 3901_P_8000,8000,1524-0041,1200
1962_CDP 3913_P_3000,3000,2942-0371,1200
1962_CDP 3914_P_3000,3000,3033-0241,1200
1962_CDP 3916_P_8000,8000,1023-0510,1200
1962_CDP 3918_P_8000,8000,2917-0081,1200
1962_CDP 3921_P_8000,8000,2302-0231,1200
1962_CDP 3929_P_8000,8000,1813-0071,1200
1962_CDP 3939_P_30000,30000,2939-0121,1200
1962_CDP 5970_P_6000,6000,1220-0141,1200
1962_CDP 5971_P_8000,8000,93PHQ8531,900
1962_CDP 5973_P_8000,8000,N62000021,1200
1962_CDP 5974_P_5000,5000,N62000031,1200
1962_CDP 5975_P_8000,8000,N62000041,1200
1962_CDP 5976_P_8000,8000,2645-0291,1200
1962_CDP 5977_P_8000,8000,93PHQ8541,1200
1962_CDP 5980_P_8000,8000,1245-0061,1200
1962_CDP 7743_P_2000,2000,93PHQ5291,1200
1962_DUR_641_P_100,100,DUR006415,722
1962_DUR_642_P_100,100,DUR006425,722
1962_DUR_643_P_100,100,DUR006435,722
1962_DUR_644_P_100,100,DUR006445,722
1962_DUR_645_P_100,100,DUR006455,722
1962_DUR_646_P_100,100,DUR006465,722
1962_DUR_647_P_100,100,DUR006475,722
1962_DUR_648_P_100,100,DUR006485,722
1962_DUR_649_P_100,100,DUR006495,722
1962_DUR_650_P_100,100,DUR006505,722
1962_DUR_651_P_100,100,DUR006515,722
1962_DUR_652_P_100,100,DUR006525,722
1962_DUR_653_P_100,100,DUR006535,722
1962_DUR_654_P_100,100,DUR006545,722
1962_DUR_655_P_100,100,DUR006555,722
1962_DUR_656_P_100,100,DUR006565,722
1962_DUR_657_P_100,100,DUR006575,722
1962_DUR_658_P_100,100,DUR006585,722
1962_DUR_659_P_100,100,DUR006595,722
1962_DUR_660_P_100,100,DUR006605,722
1962_DUR_661_P_100,100,DUR006615,722
1962_DUR_662_P_100,100,DUR006625,722
1962_DUR_663_P_100,100,DUR006635,722
1962_DUR_664_P_100,100,DUR006645,722
1962_DUR_665_P_100,100,DUR006655,722
1962_DUR_666_P_100,100,DUR006665,722
1962_DUR_667_P_100,100,DUR006675,722
1962_DUR_668_P_100,100,DUR006685,722
1962_DUR_669_P_100,100,DUR006695,722
1962_DUR_670_P_100,100,DUR006705,722
1962_DUR_671_P_100,100,DUR006715,722
1962_DUR_672_P_100,100,DUR006725,722
1962_DUR_673_P_100,100,DUR006735,722
1962_DUR_674_P_100,100,DUR006745,722
1962_DUR_675_P_100,100,DUR006755,722
1962_F 1244-1344_P_25000,25000,1244-0031,726
1962_F 1245-1345_P_25000,25000,1245-0021,726
1962_F 1744-1746_P_25000,25000,1744-0051,726
1962_F 1944-2144_P_25000,25000,1944-0011,726
1962_F 1945-2045_IR_15000,15000,1945-0023,1200
1962_F 1945-2045_P_25000,25000,1945-0011,726
1962_F 1946-2346_IR_15000,15000,2146-0033,1200
1962_F 1946-2346_P_25000,25000,2146-0021,726
1962_F 1947_IR_17500,17500,1947-0033,731
1962_F 1947_P_25000,25000,1947-0021,726
1962_F 1948-2248_P_25000,25000,2248-0031,726
1962_F 2047-2547_IR_15000,15000,2447-0013,1200
1962_F 2047-2547_P_25000,25000,2147-0051,726
1962_F 2048-2248_IR_17500,17500,2248-0023,731
1962_F 2149-2249_P_25000,25000,2149-0051,726
1962_F 2249_IR_17500,17500,2249-0041,750
1962_F 2250-2350_P_25000,25000,2350-0021,726
1962_F 2345-2445_IR_15000,15000,2445-0023,1200
1962_F 2345-2445_P_25000,25000,2445-0031,726
1962_F 2348_IR_15000,15000,2348-0033,1200
1962_F 2348_P_25000,25000,2348-0071,726
1962_F 2349_IR_15000,15000,2349-0013,1200
1962_F 2349_P_25000,25000,2349-0021,726
1962_F 2433-2733 IR_IR_25000,25000,2733-0073,1200
1962_F 2433-2733 P_P_25000,25000,2733-0071,726
1962_F 2446-2546_IR_15000,15000,2446-0023,1200
1962_F 2446-2546_P_25000,25000,2446-0031,726
1962_F 2448-2548_IR_15000,15000,2548-0043,1200
1962_F 2448-2548_P_25000,25000,2548-0051,726
1962_F 2449-2549_IR_15000,15000,2449-0103,1200
1962_F 2449-2549_P_25000,25000,2449-0021,726
1962_F 2450-2550_IR_15000,15000,2550-0053,1200
1962_F 2450-2550_P_25000,25000,2550-0011,726
1962_F 2511-2611_P_25000,25000,2511-0051,726
1962_F 2532-2732 IR_IR_28000,28000,2732-0053,1200
1962_F 2532-2732 P_P_28000,28000,2732-0051,726
1962_F 2534_IR_25000,25000,2534-0013,1200
1962_F 2534_P_25000,25000,2534-0011,726
1962_F 2618_P_25000,25000,2618-0031,726
1962_F 2620-2920_P_25000,25000,2620-0021,726
1962_F 2715-2815_P_25000,25000,2715-0041,726
1962_F 2716-2816_P_25000,25000,2716-0051,726
1962_F 2717-2817_P_25000,25000,2717-0031,726
1962_F 2722-3122_P_25000,25000,2722-0021,726
1962_F 2723-3023_P_26000,26000,2723-0011,726
1962_F 2724_P_25000,25000,2724-0051,726
1962_F 2914_P_25000,25000,2914-0031,726
1962_F 2915_P_25000,25000,2915-0031,726
1962_F 2916_P_25000,25000,2916-0031,726
1962_F 2932_IR_25000,25000,2932-0043,1200
1962_F 2932_P_25000,25000,2932-0041,726
1962_F 2942-2944_P_25000,25000,2942-0031,726
1962_F 3024_P_25000,25000,3024-0061,726
1962_F 3025-3125_P_25000,25000,3025-0021,726
1962_F 3026-3126_P_25000,25000,3026-0031,726
1962_F 3041_P_25000,25000,3041-0031,726
1962_F 3123_P_25000,25000,3123-0201,726
1962_F 3124_P_25000,25000,3124-0041,726
1962_F 3124-3224_IR_15000,15000,3124-0053,1200
1962_F 3124-3224_P_25000,25000,3124-0061,726
1962_F 3125_IR_15000,15000,3125-0033,1200
1962_F 3221-3321_P_25000,25000,3221-0031,726
1962_F 3222-3322_IR_25000,25000,3322-0033,1200
1962_F 3222-3322_P_25000,25000,3322-0031,726
1962_F 3223_IR_15000,15000,3223-0153,1200
1962_F 3223_P_25000,25000,3223-0021,726
1962_F 3226_IR_15000,15000,3226-0263,1200
1962_F 3226_P_25000,25000,3226-0051,726
1962_F 3227_IR_15000,15000,3227-0103,1200
1962_F 3227_P_25000,25000,3227-0031,726
1962_F 3228-3328_IR_15000,15000,3228-0043,1200
1962_F 3228-3328_P_25000,25000,3328-0191,726
1962_F 3229_IR_25000,25000,3229-0023,1200
1962_F 3229_P_25000,25000,3229-0021,726
1962_F 3321_IR_15000,15000,N62000013,1200
1962_F 3341-3441_P_25000,25000,3341-0031,726
1962_F 3442_P_25000,25000,3442-0031,726
1962_F 3534-3634_P_25000,25000,3534-0071,726
1962_F 4153-4155_P_25000,25000,4153-0051,726
1962_F 4253-4256_P_25000,25000,4254-0011,726
1962_F 4352_P_25000,25000,4352-0011,726
1962_FR 353_P_7500,7500,3537-0071,1200
1962_FR 355_P_5000,5000,2414-0061,723
1962_FR 358_P_3700,3700,3741-0041,723
1962_FR 358_P_7500,7500,3741-0051,1200
1962_FR 359_P_18700,18700,4347-0061,1200
1962_FR 359_P_3700,3700,4347-0051,726
1962_FR 359_P_7500,7500,4347-0041,1200
1962_FR 360_P_7500,7500,1832-0131,723
1962_FR 361_P_7500,7500,1644-0081,723
1962_FR 362_P_7500,7500,1126-0071,723
1962_FR 363_P_3700,3700,2427-0041,723
1962_FR 363_P_7500,7500,2427-0051,723
1962_FR 364 IR_IR_7500,7500,2909-0113,750
1962_FR 364 P_P_7500,7500,2909-0111,723
1962_FR 365_P_3700,3700,1433-0031,723
1962_FR 365_P_7500,7500,1433-0041,723
1962_FR 367_P_18700,18700,1018-0161,723
1962_FR 367_P_7500,7500,1018-0041,723
1962_FR 368_P_3700,3700,2128-0041,723
1962_FR 368_P_7500,7500,2128-0051,723
1962_FR 369_P_7500,7500,0616-0071,1200
1962_FR 370_P_3700,3700,1844-0031,723
1962_FR 370_P_7500,7500,1944-0021,723
1962_FR 371_P_18700,18700,1419-0031,750
1962_FR 371_P_3700,3700,1419-0011,723
1962_FR 371_P_7500,7500,1419-0021,1200
1962_FR 372_P_3700,3700,1920-0031,723
1962_FR 372_P_7500,7500,1920-0043,723
1962_FR 373_P_18700,18700,1323-0071,723
1962_FR 373_P_7500,7500,1323-0061,723
1962_FR 374_P_7500,7500,1315-0041,1200
1962_FR 375_P_7500,7500,1520-0061,723
1962_FR 376_P_18700,18700,1646-0121,723
1962_FR 376_P_3700,3700,1646-0101,723
1962_FR 376_P_7500,7500,1646-0111,1200
1962_FR 377_P_18700,18700,1646-0141,723
1962_FR 377_P_3700,3700,1746-0031,723
1962_FR 377_P_7500,7500,1646-0131,723
1962_FR 378_P_3700,3700,3125-0041,723
1962_FR 378_P_7500,7500,3226-0111,723
1962_FR 379_P_3700,3700,3025-0061,723
1962_FR 380_P_7500,7500,1718-0071,726
1962_FR 381_P_3700,3700,2442-0091,723
1962_FR 381_P_7500,7500,2442-0101,723
1962_FR 382_P_18700,18700,2443-0111,723
1962_FR 382_P_7500,7500,2443-0101,723
1962_FR 383_P_7500,7500,2723-0091,1200
1962_FR 384_P_18700,18700,3439-0071,723
1962_FR 384_P_3700,3700,3439-0051,723
1962_FR 384_P_7500,7500,3439-0061,723
1962_FR 385_P_18700,18700,2737-0201,723
1962_FR 385_P_3700,3700,2737-0211,723
1962_FR 385_P_7500,7500,2737-0191,723
1962_FR 386_P_7500,7500,2937-0091,723
1962_FR 387_P_7500,7500,2437-0021,723
1962_FR 388_P_3700,3700,2434-0081,723
1962_FR 388_P_7500,7500,2434-0071,723
1962_FR 389_P_18700,18700,2840-0021,1200
1962_FR 389_P_3700,3700,2740-0041,1200
1962_FR 389_P_7500,7500,2840-0041,1200
1962_FR 390_P_18700,18700,2641-0021,723
1962_FR 390_P_3700,3700,2641-0031,723
1962_FR 390_P_7500,7500,2641-0041,723
1962_FR 391_P_18700,18700,2640-0091,726
1962_FR 391_P_3700,3700,2640-0081,726
1962_FR 391_P_7500,7500,2640-0071,726
1962_FR 392_P_18700,18700,2139-0051,723
1962_FR 392_P_3700,3700,2139-0061,723
1962_FR 392_P_7500,7500,2139-0041,723
1962_FR 393_P_3700,3700,1838-0031,723
1962_FR 393_P_7500,7500,1838-0041,723
1962_FR 394_P_3700,3700,2430-0121,723
1962_FR 394_P_7500,7500,2430-0111,723
1962_FR 395_P_4000,4000,2741-0081,723
1962_FR 395_P_8000,8000,2741-0091,723
1962_FR 396_P_4000,4000,2729-0151,723
1962_FR 396_P_8000,8000,2729-0141,723
1962_FR 397_P_3700,3700,2542-0021,723
1962_FR 397_P_7500,7500,2542-0031,723
1962_FR 398_P_18700,18700,2443-0141,723
1962_FR 398_P_3700,3700,2443-0131,723
1962_FR 398_P_7500,7500,2443-0121,723
1962_FR 399_P_3700,3700,2835-0061,723
1962_FR 399_P_7500,7500,2835-0071,723
1962_FR 400_P_3700,3700,1738-0061,723
1962_FR 400_P_7500,7500,1738-0071,723
1962_FR 401_P_18700,18700,3218-0061,726
1962_FR 401_P_3700,3700,3218-0011,723
1962_FR 401_P_7500,7500,3218-0051,723
1962_FR 402_P_18700,18700,3117-0081,723
1962_FR 402_P_3700,3700,3117-0061,723
1962_FR 402_P_7500,7500,3117-0071,723
1962_FR 403_P_18700,18700,3220-0081,723
1962_FR 403_P_3700,3700,3219-0011,723
1962_FR 403_P_7500,7500,3219-0021,723
1962_FR 404_P_3700,3700,3520-0051,723
1962_FR 404_P_7500,7500,3520-0041,723
1962_FR 406_P_7500,7500,3333-0071,1200
1962_FR 407_P_6000,6000,1220-0041,723
1962_FR 408_P_6000,6000,3036-0161,723
1962_FR 410_P_4000,4000,1018-0051,723
1962_FR 410_P_8000,8000,1018-0061,723
1962_FR 411_P_8000,8000,0519-0111,726
1962_FR 412_P_8000,8000,1931-0061,1200
1962_FR 413_P_8000,8000,2132-0101,1200
1962_FR 414_P_8000,8000,0720-0211,723
1962_FR 417_P_18700,18700,2741-0121,723
1962_FR 417_P_3700,3700,2741-0101,723
1962_FR 417_P_7500,7500,2741-0111,1200
1962_FR 419_P_7500,7500,3233-0061,723
1962_FR 420_P_7500,7500,3334-0031,1200
1962_FR 421_P_3700,3700,2116-0051,723
1962_FR 421_P_7500,7500,2116-0061,1200
1962_FR 422_P_8200,8200,3032-0141,1200
1962_FR 423_P_4000,4000,2423-0011,723
1962_FR 423_P_8000,8000,2423-0081,723
1962_FR 424_P_10000,10000,3220-0021,723
1962_FR 426_P_15000,15000,1332-0071,723
1962_FR 427_P_7500,7500,1711-0121,1200
1962_FR 428_P_30000,30000,1638-0041,723
1962_FR 430_P_7500,7500,3236-0041,1200
1962_FR 431_P_8300,8300,3437-0031,1200
1962_FR 435_P_8200,8200,3035-0131,1200
1962_FR 436_P_20000,20000,3537-0231,723
1962_FR 437_P_20000,20000,3538-0051,723
1962_FR 438_P_20000,20000,3539-0081,723
1962_FR 439_P_20000,20000,3532-0081,723
1962_FR 440_P_20000,20000,3535-0061,723
1962_FR 441_P_20000,20000,3240-0061,723
1962_FR 442_P_20000,20000,2406-0061,723
1962_FR 443_P_30000,30000,3544-0171,723
1962_FR 444_P_7500,7500,3035-0121,723
1962_FR 445_P_7500,7500,3136-0121,723
1962_FR 446_P_10000,10000,2311-0141,1200
1962_FR 451_P_7000,7000,2937-0101,726
1962_FR 454_P_5000,5000,1223-0081,723
1962_FR 455_P_20000,20000,1647-0061,723
1962_FR 456_P_20000,20000,1447-0011,725
1962_FR 457_P_20000,20000,1530-0041,725
1962_FR 458_P_20000,20000,1528-0061,725
1962_FR 459_P_20000,20000,1522-0031,725
1962_FR 460_IR_25000,25000,1722-0043,1200
1962_FR 460_P_25000,25000,1722-0041,725
1962_FR 461_P_7000,7000,2431-0091,723
1962_FR 462_P_25000,25000,1646-0161,725
1962_FR 463_P_5000,5000,2314-0781,725
1962_FR 464_P_8000,8000,3335-0051,1200
1962_FR 465_P_7500,7500,3333-0091,725
1962_FR 466 P_P_13000,13000,1940-0071,726
1962_FR 467_P_7500,7500,3121-0061,723
1962_FR 470_P_8000,8000,3235-0081,1200
1962_FR 473_P_8000,8000,3544-0161,723
1962_FR 474_P_8000,8000,3445-0111,725
1962_FR 475_P_8000,8000,1616-0051,1200
1962_FR 476 P_P_10000,10000,2842-0041,725
1962_FR 477_P_7500,7500,2822-0081,725
1962_FR 478_P_8000,8000,2424-0031,1200
1962_FR 479_P_10000,10000,2942-0131,723
1962_IGN 02_P_100,100,62IGN-025,1200
1962_IGN 60_P_100,100,62IGN-605,1200
1962_NOUMEA - TONTOUTA_P_10000,10000,92PHQ9741,1200
1962_NOUMEA - TONTOUTA_P_5000,5000,92PHQ9751,1200
1962_PACIFIQUE ANAA_P_20000,20000,93PHQ1781,1200
1962_PACIFIQUE FAKARAVA_P_20000,20000,93PHQ1161,1200
