ID_MISSTA,RESOLUTION,ID_MISPHOT,Resolution_scan
1950_F 1326-1626_P_26000,26000,1326-0011,760
1950_F 1330-1730_P_26000,26000,1330-0061,761
1950_F 1331-1631_P_26000,26000,1331-0061,759
1950_F 1332-1732_P_26000,26000,1332-0061,760
1950_F 1333-1633_P_26000,26000,1333-0031,771
1950_F 1334-1734_P_26000,26000,1334-0031,760
1950_F 1335-1635_P_25000,25000,1335-0011,761
1950_F 1336-1636_P_26300,26300,1536-0021,760
1950_F 1337-1537_P_25000,25000,1537-0011,763
1950_F 1338-1738_P_25000,25000,1338-0011,760
1950_F 1339-1639_P_25000,25000,1339-0011,762
1950_F 1340-1640_P_25000,25000,1340-0011,760
1950_F 1341-1641_P_25000,25000,1641-0031,756
1950_F 1342-1542_P_25000,25000,1342-0011,760
1950_F 1425-1725_P_26000,26000,1425-0021,760
1950_F 1524-1924_P_26000,26000,1624-0021,761
1950_F 1527-1927_P_26000,26000,1527-0031,762
1950_F 1628_P_26000,26000,1628-0011,771
1950_F 1637-1937_P_26000,26000,1637-0011,760
1950_F 1642-1942_P_26000,26000,1642-0061,756
1950_F 1723-2023_P_26000,26000,1723-0011,764
1950_F 1726-2026_P_25000,25000,1926-0011,758
1950_F 1728-2028_P_26000,26000,2028-0011,754
1950_F 1729-1929_P_26000,26000,1729-0021,761
1950_F 1731_P_26000,26000,1731-0051,760
1950_F 1733-1933_P_26000,26000,1733-0041,757
1950_F 1735-2035_P_25000,25000,2035-0061,756
1950_F 1736-1936_P_25000,25000,1736-0011,760
1950_F 1739-1939_P_25000,25000,1939-0011,760
1950_F 1740-1940_P_26000,26000,1940-0021,756
1950_F 1741-2041_P_25000,25000,1741-0011,759
1950_F 1825-2125_P_26000,26000,1825-0011,763
1950_F 1830-1930_P_26000,26000,1830-0051,761
1950_F 1831-1931_P_26000,26000,1831-0051,760
1950_F 1832-1932_P_26000,26000,1832-0051,759
1950_F 1834-2034_P_25000,25000,2034-0051,760
1950_F 1838-1938_P_25000,25000,1938-0021,762
1950_F 2022-2422_P_26000,26000,2422-0101,760
1950_F 2024-2424_P_27000,27000,2324-0021,761
1950_F 2027_P_25000,25000,94PHQ3631,763
1950_F 2029-2033_P_26000,26000,2033-0071,759
1950_F 2121-2321_P_26000,26000,2321-0021,762
1950_F 2123-2223_P_26000,26000,2223-0011,761
1950_F 2126-2426_P_26000,26000,2226-0031,760
1950_F 2127-2427_P_26000,26000,2227-0051,762
1950_F 2128-2328_P_26000,26000,2128-0011,761
1950_F 2129-2133_P_27000,27000,2132-0071,760
1950_F 2134-2234_P_25000,25000,2134-0071,761
1950_F 2135-2235_P_25000,25000,2135-0071,762
1950_F 2211-2212_P_25000,25000,2211-0051,762
1950_F 2225-2425_P_26000,26000,2225-0031,761
1950_F 2229-2233_P_26000,26000,2231-0061,760
1950_F 2323-2423_P_25000,25000,2423-0021,772
1950_F 2404-2604_P_27000,27000,2404-0051,761
1950_F 2838-2840_P_25000,25000,2839-0061,760
1950_F 3010-3310_P_25000,25000,3010-0021,760
1950_F 3011-3511_P_25000,25000,3011-0011,758
1950_F 3015_P_25000,25000,3015-0081,760
1950_F 3034-3035_P_25000,25000,3034-0101,771
1950_F 3140-3142_P_28000,28000,3140-0041,762
1950_F 3144-3644_P_25000,25000,3544-0081,762
1950_F 3145-3545_P_25000,25000,3445-0051,757
1950_F 3242-3342_P_25000,25000,3242-0031,755
1950_F 3314-3614_P_25000,25000,3614-0321,760
1950_F 3315-3915_P_26000,26000,3315-0091,743
1950_F 3443-3543_P_25000,25000,3543-0031,772
1950_F 3616-3816_P_25000,25000,3616-0111,763
1950_F 3643-3743_P_25000,25000,3643-0091,761
1950_F 3714_P_25000,25000,3714-0051,763
1950_F 3717-3720_P_25000,25000,3717-0021,762
1950_F 3817-3820_P_25000,25000,3817-0051,763
1950_GOSIER_P_8000,8000,92PHQ2651,1200
1950_GOURBEYRE_P_10000,10000,92PHQ2621,1200
1950_GUADELOUPE ET DEPENDANCES_P_40000,40000,92PHQ2551,1200
1950_GUYANE 1_P_40000,40000,92PHQ5041,1200
1950_GUYANE 2_P_40000,40000,92PHQ5051,1200
1950_GUYANE 3_P_40000,40000,92PHQ5541,1200
1950_GUYANE 4_P_40000,40000,92PHQ5561,1200
1950_GUYANE 5_P_40000,40000,92PHQ5361,1200
1950_GUYANE ESSAIS_P_7000,7000,92PHQ5161,1200
1950_IGN 06_P_100,100,50IGN-065,1200
1950_IGN 13_P_100,100,50IGN-135,1200
1950_IGN 16_P_100,100,50IGN-165,1200
1950_IGN 17_P_100,100,50IGN-175,1200
1950_IGN 33_P_100,100,50IGN-335,1200
1950_IGN 50_P_100,100,50IGN-505,1200
1950_IGN 60_P_100,100,50IGN-605,1200
1950_IGN_P_100,100,50IGN-005,1200
1950_LA CIOTAT-CAP LARDIER_P_25000,25000,3246-0361,760
1950_LA PALLICE_P_5000,5000,1329-0111,760
1950_LES SAINTES_P_25000,25000,92PHQ2541,1200
1950_MAD 20_P_40000,40000,93PHQ1901,1200
1950_POINTE-A-PITRE_P_12000,12000,92PHQ2591,1200
1950_POINTE-A-PITRE_P_15000,15000,92PHQ2581,1200
1950_POINTE-A-PITRE_P_47000,47000,92PHQ2571,1200
1950_POINTE-A-PITRE_P_7500,7500,92PHQ2671,1200
1950_RAIZET_P_12000,12000,92PHQ2631,1200
1950_RAIZET_P_20000,20000,92PHQ2641,1200
1950_REU 000_P_40000,40000,92PHQ7021,1200
1950_REU 1_P_20000,20000,92PHQ7221,1200
1950_REU 1_P_8000,8000,92PHQ7171,1200
1950_REU 2_P_20000,20000,92PHQ7231,1200
1950_REU 2_P_8000,8000,92PHQ7181,1200
1950_REU 3_P_8000,8000,92PHQ7191,1200
1950_REU 4_P_8000,8000,92PHQ7201,1200
1950_REU 5_P_8000,8000,92PHQ7211,1200
1950_SAINT-BARTHELEMY_P_25000,25000,92PHQ2531,1200
1950_SAINT-CLAUDE_P_13200,13200,92PHQ2661,1200
1951_AERODROME DE NICE_P_7000,7000,3743-0061,728
1951_ANTILLES - MARTINIQUE_P_40000,40000,92PHQ3841,1200
1951_CAF_B-301_P_100,100,CF0B-3015,721
1951_CAF_B-302_P_100,100,CF0B-3025,721
1951_CAF_B-303_P_100,100,CF0B-3035,721
1951_CAF_B-304_P_2000,2000,CFB-304B1,719
1951_CAF_B-304_P_5000,5000,CF0B-3041,719
1951_CAF_B-305_P_100,100,CF0B-3055,750
1951_CAF_B-306_P_100,100,CF0B-3065,750
1951_CAF_B-307_P_100,100,CF0B-3075,750
1951_CAF_B-308_P_100,100,CF0B-3085,750
1951_CAF_B-308_P_14000,14000,CF0B-3081,719
1951_CAF_B-309_P_100,100,CF0B-3095,750
1951_CAF_B-311_P_100,100,CF0B-3115,750
1951_CAF_C-259_P_100,100,CF0C-2595,718
1951_CAF_P-72_P_100,100,CF00P-725,724
1951_CDP 1517_P_10000,10000,2535-0191,1200
1951_CDP 3557_P_11000,11000,4250-0031,750
1951_CDP 3558_P_7000,7000,4154-0041,750
1951_CDP 3559_P_7000,7000,4149-0191,750
1951_CDP 3571_P_5000,5000,4254-0071,1200
1951_CDP 3580_P_1500,1500,2211-0181,1200
1951_CDP 3581_P_1500,1500,2314-1861,1200
1951_CDP 3582_P_5000,5000,2611-0111,1200
1951_CDP 3583_P_5000,5000,3311-0201,1200
1951_CDP 3584_P_5000,5000,2114-0251,1200
1951_CDP 3585_P_5000,5000,2428-0171,1200
1951_CDP 3586_P_1500,1500,2207-0071,1200
1951_CDP 3587_P_4000,4000,3136-0141,1200
1951_CDP 3588_P_5000,5000,3516-0041,1200
1951_CDP 3590_P_5000,5000,3721-0281,1200
1951_CDP 3591_P_5000,5000,3430-0171,1200
1951_CDP 3592_P_5000,5000,3339-0081,1200
1951_CDP 3593_P_5000,5000,3431-0041,1200
1951_CDP 3594_P_5000,5000,3411-0381,1200
1951_CDP 3595_P_5000,5000,2708-0121,1200
1951_CDP 3596_P_5000,5000,2919-0071,1200
1951_CDP 3597_P_5000,5000,3022-0031,1200
1951_CDP 3598_P_5000,5000,1115-0081,1200
1951_CDP 3599_P_5000,5000,0615-0121,1200
1951_CDP 3600_P_5000,5000,0715-0121,1200
1951_CDP 3601_P_5000,5000,0516-0101,1200
1951_CDP 3602_P_5000,5000,2227-0131,1200
1951_CDP 3603_P_5000,5000,2347-0051,1200
1951_CDP 3606_P_5000,5000,1911-0261,1200
1951_CDP 3607_P_5000,5000,2033-0161,1200
1951_CDP 3608_P_5000,5000,2808-0101,1200
1951_CDP 3609_P_5000,5000,0820-0141,1200
1951_CDP 3610_P_5000,5000,2147-0181,1200
1951_CDP 3619_P_5000,5000,2634-0061,1200
1951_CDP 3624_P_5000,5000,0916-0351,1200
1951_CDP 3625_P_5000,5000,1839-0031,1200
1951_CDP 3626_P_5000,5000,3224-0051,1200
1951_CDP 3627_P_5000,5000,1424-0171,1200
1951_CDP 3628_P_5000,5000,1612-0161,1200
1951_CDP 3629_P_5000,5000,1024-0051,1200
1951_CDP 3631_P_5000,5000,2428-0141,1200
1951_CDP 3633_P_5000,5000,3324-0161,1200
1951_CDP 3635_P_5000,5000,1244-0301,1200
1951_CDP 3638_P_5000,5000,2504-0481,1200
1951_CDP 3642_P_5000,5000,2304-0111,1200
1951_CDP 3643_P_5000,5000,2233-0161,1200
1951_CDP 3644_P_5000,5000,2214-0631,1200
1951_CDP 3649_P_5000,5000,3528-0131,1200
1951_CDP 3650_P_5000,5000,93PHQ8221,1200
1951_CDP 3652_P_5000,5000,2313-0961,1200
1951_CDP 3653_P_5000,5000,1418-0131,1200
1951_CDP 3654_P_5000,5000,1719-0181,1200
1951_CDP 3656_P_5000,5000,2315-0621,1200
1951_CDP 3657_P_5000,5000,1335-0051,1200
1951_CDP 3662_P_5000,5000,2525-0051,1200
1951_CDP 3664_P_5000,5000,3029-0141,1200
1951_CDP 3676_P_5000,5000,3041-0561,1200
1951_CDP 3685_P_5000,5000,1023-0501,1200
1951_CDP 3690_P_5000,5000,2832-0201,1200
1951_CDP 3695_P_5000,5000,0720-0321,1200
1951_CDP 3702_P_5000,5000,1444-0111,1200
1951_CDP 3704_P_5000,5000,1515-0091,1200
1951_CDP 3705_P_5000,5000,1323-0151,1200
1951_CDP 3710_P_5000,5000,93PHQ8281,1200
1951_CDP 3711_P_5000,5000,0821-0131,1200
1951_CDP 3727_P_5000,5000,0814-0071,1200
1951_CDP 3734_P_5000,5000,1643-0141,1200
1951_CDP 3740_P_5000,5000,1847-0071,1200
1951_CDP 3741_P_5000,5000,1839-0041,1200
1951_CDP 3750_P_5000,5000,1442-0021,1200
1951_CDP 3751_P_5000,5000,1833-0031,1200
1951_CDP 3754_P_5000,5000,0515-0111,1200
1951_CDP 3757_P_5000,5000,1832-0141,1200
1951_CDP 3758_P_5000,5000,1946-0101,1200
1951_CDP 3760_P_5000,5000,0417-0301,1200
1951_CDP 3778_P_5000,5000,1511-0031,1200
1951_CDP 3786_P_5000,5000,3841-0021,1200
1951_CDP 3788_P_5000,5000,0822-0091,1200
1951_CDP 3809_P_5000,5000,1343-0111,1200
1951_CDP 3816 BIS_P_5000,5000,93PHQ8351,1200
1951_CDP 3817_P_5000,5000,2043-0181,1200
1951_CDP 3820_P_5000,5000,1423-0081,1200
1951_CDP 3821 BIS_P_5000,5000,93PHQ8371,1200
1951_CDP 3824_P_5000,5000,93PHQ8381,1200
1951_CDP 660 BIS_P_10000,10000,3816-0151,727
1951_CDP 660 BIS_P_15000,15000,3816-0171,727
1951_CDP 660 BIS_P_19300,19300,93PHQ3431,727
1951_CDP 660 BIS_P_24700,24700,93PHQ3441,727
1951_CDP 660 BIS_P_26000,26000,3816-0161,727
1951_CDP 693_P_10000,10000,2119-0141,1200
1951_CDP 694_P_4000,4000,2119-0151,1200
1951_CDP 695_P_2000,2000,2119-0161,1200
1951_CDP 696_P_2000,2000,3031-0311,1200
1951_CDP 696_P_4000,4000,3031-0301,1200
1951_CDP 735_P_10000,10000,2322-0131,1200
1951_CDP 735_P_2000,2000,2322-0111,1200
1951_CDP 735_P_4000,4000,2322-0121,1200
1951_CDP 739_P_2000,2000,2933-0211,1200
1951_CDP 739_P_4000,4000,2933-0221,1200
1951_CDP 740_P_10000,10000,94PHQ3971,1200
1951_CDP 740_P_4000,4000,1811-0061,1200
1951_CDP 750_P_5000,5000,2142-0051,727
1951_CDP 751_P_5000,5000,2645-0381,727
1951_CDP 752_P_5000,5000,2345-0061,727
1951_CDP 753_P_12500,12500,2539-0071,727
1951_CDP 754_P_5000,5000,2241-0101,727
1951_CDP 755_P_5000,5000,1940-0161,727
1951_CDP 756_P_5000,5000,1940-0171,727
1951_CDP 757_P_5000,5000,2241-0111,727
1951_CDP 758_P_2500,2500,2241-0121,727
1951_CDP 759_P_5000,5000,2539-0061,727
1951_CDP 760_P_12500,12500,2545-0281,727
1951_CDP 760BIS_P_2500,2500,1723-0261,727
1951_CDP 760BIS_P_5000,5000,1723-0081,727
1951_CDP 761_P_2500,2500,1628-0171,727
1951_CDP 761_P_5000,5000,1628-0161,727
1951_CDP 762_P_2500,2500,1635-0101,727
1951_CDP 762_P_5000,5000,1635-0111,727
1951_CDP 763_P_12500,12500,1926-0071,727
1951_CDP 764_P_2500,2500,1735-0041,727
1951_CDP 764_P_5000,5000,1735-0031,727
1951_CDP 801_P_2500,2500,2545-0291,727
1951_CDP 802_P_2500,2500,2539-0081,727
1951_CDP 803_P_2500,2500,2345-0051,727
1951_CDP 804_P_2500,2500,1941-0171,727
1951_CDP 805_P_2500,2500,2142-0061,727
1951_DUR_182_P_100,100,DUR001825,724
1951_DUR_183_P_100,100,DUR001835,724
1951_DUR_184_P_100,100,DUR001845,724
1951_DUR_185_P_100,100,DUR001855,724
1951_DUR_186_P_100,100,DUR001865,724
1951_DUR_187_P_100,100,DUR001875,724
1951_DUR_188_P_100,100,DUR001885,724
1951_DUR_189_P_100,100,DUR001895,724
1951_DUR_190_P_100,100,DUR001905,724
1951_DUR_191_P_100,100,DUR001915,724
1951_DUR_192_P_100,100,DUR001925,724
1951_DUR_193_P_100,100,DUR001935,724
1951_DUR_194_P_100,100,DUR001945,724
1951_DUR_195_P_100,100,DUR001955,724
1951_DUR_196_P_100,100,DUR001965,724
1951_DUR_197_P_100,100,DUR001975,724
1951_DUR_198_P_100,100,DUR001985,724
1951_DUR_199_P_100,100,DUR001995,724
1951_DUR_200_P_100,100,DUR002005,724
1951_DUR_201_P_100,100,DUR002015,724
1951_DUR_202_P_100,100,DUR002025,724
1951_DUR_203_P_100,100,DUR002035,724
1951_DUR_204_P_100,100,DUR002045,724
1951_DUR_205_P_100,100,DUR002055,724
1951_DUR_206_P_100,100,DUR002065,724
1951_DUR_207_P_100,100,DUR002075,724
1951_DUR_208_P_100,100,DUR002085,724
1951_DUR_209_P_100,100,DUR002095,724
1951_DUR_210_P_100,100,DUR002105,724
1951_DUR_211_P_100,100,DUR002115,724
1951_DUR_212_P_100,100,DUR002125,724
1951_DUR_213_P_100,100,DUR002135,724
1951_DUR_214_P_100,100,DUR002145,724
1951_DUR_215_P_100,100,DUR002155,724
1951_DUR_216_P_100,100,DUR002165,724
1951_DUR_217_P_100,100,DUR002175,724
1951_DUR_218_P_100,100,DUR002185,724
1951_DUR_219_P_100,100,DUR002195,724
1951_DUR_220_P_100,100,DUR002205,724
1951_DUR_221_P_100,100,DUR002215,724
1951_DUR_222_P_100,100,DUR002225,724
1951_DUR_223_P_100,100,DUR002235,724
1951_DUR_224_P_100,100,DUR002245,724
1951_DUR_225_P_100,100,DUR002255,724
1951_DUR_226_P_100,100,DUR002265,724
1951_DUR_33_P_5000,5000,DUR000331,722
1951_DUR_34_P_5000,5000,DUR000341,722
1951_DUR_35_P_5000,5000,DUR000351,722
1951_DUR_36_P_5000,5000,DUR000361,722
1951_DUR_37_P_9000,9000,DUR000371,722
1951_DUR_745_P_100,100,DUR007455,722
1951_DUR_746_P_100,100,DUR007465,722
1951_DUR_747_P_100,100,DUR007475,722
1951_DUR_748_P_100,100,DUR007485,722
1951_DUR_749_P_100,100,DUR007495,722
1951_F 1245-1745_P_25000,25000,1645-0021,756
1951_F 1346-1746_P_25000,25000,1646-0031,759
1951_F 1447-1747_P_25000,25000,1647-0031,761
1951_F 1548-1748_P_25000,25000,1648-0011,1200
1951_F 2405-2605_P_27000,27000,2405-0041,758
1951_F 2412-2612_P_25000,25000,2412-0041,761
1951_F 2509-2510_P_25000,25000,2509-0051,1200
1951_F 2514-2614_P_25000,25000,2514-0021,1200
1951_F 2613-2713_P_25000,25000,2613-0041,758
1951_F 3013_P_25000,25000,3013-0011,728
1951_F 3014_P_25000,25000,3014-0021,728
1951_F 3112-3612_P_25000,25000,94PHQ3341,729
1951_F 3114_P_25000,25000,3114-0031,726
1951_F 3144-3644_P_25000,25000,3544-0071,725
1951_F 3313-3913_P_25000,25000,3313-0031,721
1951_F 3323-3623_P_25000,25000,3323-0091,722
1951_F 3324-3524_P_25000,25000,3324-0071,726
1951_F 3325-3425_P_25000,25000,3325-0061,728
1951_F 3326-3426_P_25000,25000,3326-0081,725
1951_F 3421_P_25000,25000,3421-0041,729
1951_F 3422_P_25000,25000,3422-0031,725
1951_F 3519-3520_P_25000,25000,3519-0041,726
1951_F 3521-3821_P_25000,25000,3621-0061,725
1951_F 3522-3722_P_25000,25000,3722-0051,725
1951_F 3617-3620_P_25000,25000,3617-0071,728
1951_F 3712_P_25000,25000,3712-0051,726
1951_F 3714-3914_P_25000,25000,3714-0041,725
1951_F 3717-3720_P_25000,25000,3717-0011,726
1951_F 3817-3819_P_25000,25000,3817-0041,725
1951_FORT-DE-FRANCE_P_14000,14000,92PHQ3861,1200
1951_FORT-DE-FRANCE_P_20000,20000,92PHQ3871,1200
1951_FORT-DE-FRANCE_P_7500,7500,92PHQ3851,1200
1951_GUYANE 1_P_50000,50000,92PHQ5021,1200
1951_GUYANE 2_P_50000,50000,92PHQ5031,1200
1951_GUYANE 3_P_50000,50000,92PHQ5551,1200
1951_GUYANE 4_P_50000,50000,92PHQ5341,1200
1951_GUYANE 5_P_50000,50000,92PHQ5351,1200
1951_GUYANE 6_P_25000,25000,92PHQ5571,1200
1951_GUYANE 7_P_25000,25000,92PHQ5071,1200
1951_GUYANE 8_P_25000,25000,92PHQ5101,1200
1951_GUYANE 9_P_25000,25000,92PHQ5581,1200
1951_GUYANE ILES DU SALUT_P_15000,15000,92PHQ5111,1200
1951_IGN 11_P_100,100,51IGN-115,1200
1951_IGN 22_P_100,100,51IGN-225,1200
1951_IGN 29_P_100,100,51IGN-295,1200
1951_IGN 60_P_100,100,51IGN-605,1200
1951_IGN 67_P_100,100,51IGN-675,1200
1951_IGN 68_P_100,100,51IGN-685,1200
1951_IGN_P_100,100,51IGN-005,1200
1951_LA SOUFRIERE_P_20000,20000,92PHQ2681,1200
1951_MISSION CORSE_P_25000,25000,4149-0011,725
1951_MISSION STRASBOURG_P_15000,15000,3815-0201,1200
1952_CAF_B-312_P_100,100,CF0B-3125,750
1952_CAF_B-313_P_100,100,CF0B-3135,750
1952_CAF_B-314_P_100,100,CF0B-3145,750
1952_CAF_B-315_P_100,100,CF0B-3155,750
1952_CAF_B-316_P_100,100,CF0B-3165,750
1952_CAF_B-317_P_100,100,CF0B-3175,750
1952_CAF_B-318_P_100,100,CF0B-3185,750
1952_CAF_B-319_P_100,100,CF0B-3195,750
1952_CAF_P-73_P_100,100,CF00P-735,724
1952_CAF_P-74_P_100,100,CF00P-745,724
1952_CDP 1184_P_100,100,N52000021,1200
1952_CDP 3645_P_5000,5000,3245-0481,1200
1952_CDP 3646_P_5000,5000,2743-0201,1200
1952_CDP 3651_P_5000,5000,1934-0041,1200
1952_CDP 3655_P_5000,5000,2414-0451,1200
1952_CDP 3658_P_5000,5000,2418-0091,1200
1952_CDP 3659_P_5000,5000,3743-0071,1200
1952_CDP 3663 A_P_5000,5000,94PHQ5331,1200
1952_CDP 3663_P_5000,5000,3040-0141,1200
1952_CDP 3665_P_5000,5000,3545-0381,1200
1952_CDP 3666_P_5000,5000,2638-0051,1200
1952_CDP 3667_P_5000,5000,3714-0141,1200
1952_CDP 3668_P_5000,5000,3619-0141,1200
1952_CDP 3669_P_5000,5000,3346-0251,1200
1952_CDP 3670_P_5000,5000,93PHQ8241,1200
1952_CDP 3671_P_5000,5000,2609-0091,1200
1952_CDP 3672_P_5000,5000,0620-0101,1200
1952_CDP 3673_P_5000,5000,1333-0051,1200
1952_CDP 3674_P_5000,5000,1638-0101,1200
1952_CDP 3675_P_5000,5000,3315-0261,1200
1952_CDP 3677_P_5000,5000,3246-0471,1200
1952_CDP 3678_P_5000,5000,1331-0161,1200
1952_CDP 3680_P_5000,5000,1115-0101,1200
1952_CDP 3681_P_5000,5000,94PHQ1751,1200
1952_CDP 3683_P_5000,5000,2316-0191,1200
1952_CDP 3684_P_5000,5000,1335-0061,1200
1952_CDP 3686_P_10000,10000,3438-0171,1200
1952_CDP 3687_P_5000,5000,1214-0151,1200
1952_CDP 3688_P_5000,5000,3145-0301,1200
1952_CDP 3689_P_5000,5000,3539-0101,1200
1952_CDP 3692_P_5000,5000,2412-0011,1200
1952_CDP 3693_P_5000,5000,93PHQ8261,1200
1952_CDP 3694_P_5000,5000,3137-0091,1200
1952_CDP 3696_P_5000,5000,3346-0281,1200
1952_CDP 3697_P_5000,5000,3446-0241,1200
1952_CDP 3698_P_5000,5000,2517-0101,1200
1952_CDP 3699_P_5000,5000,1337-0091,1200
1952_CDP 3700_P_5000,5000,2739-0041,1200
1952_CDP 3703_P_5000,5000,2735-0181,1200
1952_CDP 3706_P_5000,5000,93PHQ8271,1200
1952_CDP 3708_P_5000,5000,4153-0141,1200
1952_CDP 3709_P_5000,5000,1648-0101,1200
1952_CDP 3712_P_5000,5000,1115-0311,1200
1952_CDP 3713_P_5000,5000,3415-0331,1200
1952_CDP 3729_P_5000,5000,2838-0071,1200
1952_CDP 3730_P_5000,5000,1731-0071,1200
1952_CDP 3731_P_5000,5000,1639-0011,1200
1952_CDP 3732_P_5000,5000,3540-0071,1200
1952_CDP 3739_P_5000,5000,3138-0091,1200
1952_CDP 3743_P_5000,5000,3034-0261,1200
1952_CDP 3744_P_5000,5000,0516-0111,1200
1952_CDP 3745_P_5000,5000,3539-0111,1200
1952_CDP 3749_P_5000,5000,2608-0081,1200
1952_CDP 3752_P_5000,5000,3145-0211,1200
1952_CDP 3753_P_5000,5000,3720-0271,1200
1952_CDP 3769_P_5000,5000,2315-0631,1200
1952_CDP 3770_P_5000,5000,0919-0071,1200
1952_CDP 3774_P_5000,5000,0317-0321,1200
1952_CDP 3775_P_5000,5000,3038-0161,1200
1952_CDP 3776_P_5000,5000,4151-0021,1200
1952_CDP 3779_P_5000,5000,3034-0221,1200
1952_CDP 3780_P_5000,5000,4149-0201,1200
1952_CDP 3781_P_5000,5000,0818-0111,1200
1952_CDP 3787_P_5000,5000,2247-0061,1200
1952_CDP 3789_P_8000,8000,2047-0031,1200
1952_CDP 3790_P_2800,2800,1522-0291,1200
1952_CDP 3791_P_5000,5000,93PHQ8341,1200
1952_CDP 3792_P_5000,5000,1938-0181,1200
1952_CDP 3797_P_5000,5000,3644-0191,1200
1952_CDP 3798_P_5000,5000,3245-0451,1200
1952_CDP 3799_P_5000,5000,1115-0301,1200
1952_CDP 3802_P_5000,5000,3643-0321,1200
1952_CDP 3803_P_5000,5000,1244-0311,1200
1952_CDP 3806_P_1500,1500,2421-0161,1200
1952_CDP 3807_P_5000,5000,3643-0501,1200
1952_CDP 3808_P_5000,5000,3237-0041,1200
1952_CDP 3810_P_5000,5000,3536-0131,1200
1952_CDP 3811_P_5000,5000,3342-0331,1200
1952_CDP 3812_P_5000,5000,3335-0161,1200
1952_CDP 3813_P_5000,5000,2639-0041,1200
1952_CDP 3814_P_5000,5000,3341-0131,1200
1952_CDP 3815_P_5000,5000,93PHQ8361,1200
1952_CDP 3816_P_1500,1500,2420-0241,1200
1952_CDP 3819_P_5000,5000,94PHQ1761,1200
1952_CDP 697_P_10000,10000,2538-0111,1200
1952_CDP 697_P_4000,4000,2538-0101,1200
1952_CDP 734_P_10000,10000,2220-0101,1200
1952_CDP 734_P_2000,2000,2220-0091,1200
1952_CDP 741_P_2500,2500,1115-0171,1200
1952_CDP 741_P_4000,4000,1115-0161,1200
1952_CDP 810_P_2500,2500,2137-0121,727
1952_CDP 810_P_5000,5000,2137-0111,727
1952_CDP 811_P_2500,2500,94PHQ3961,727
1952_CDP 811_P_5000,5000,2708-0101,727
1952_CDP 812_P_2000,2000,2706-0081,727
1952_CDP 812_P_7500,7500,2706-0091,727
1952_CDP 813_P_7500,7500,2925-0011,727
1952_CDP 814_P_7500,7500,2926-0031,727
1952_CDP 815_P_8000,8000,3025-0171,727
1952_CDP 817_P_7500,7500,1530-0111,727
1952_CDP 818_P_7000,7000,2139-0171,727
1952_CDP 819_P_20000,20000,2214-0481,727
1952_CDP 820_P_7000,7000,1811-0051,727
1952_CDP 821_P_2500,2500,3025-0181,727
1952_CDP 821_P_5000,5000,3025-0191,727
1952_CDP 822_P_7500,7500,1343-0081,727
1952_CDP 823_P_7500,7500,1645-0161,727
1952_CDP 824_P_7500,7500,1244-0211,727
1952_CDP 825_P_7500,7500,1344-0111,727
1952_CDP 826_P_7500,7500,2214-0471,727
1952_CDP 827_P_12500,12500,3643-0361,727
1952_CDP 828_P_5000,5000,2216-0081,727
1952_CDP 829_P_14000,14000,3245-0321,727
1952_CDP 888BIS_P_5000,5000,N52000031,1200
1952_DUR_227_P_100,100,DUR002275,724
1952_DUR_228_P_100,100,DUR002285,724
1952_DUR_229_P_100,100,DUR002295,724
1952_DUR_230_P_100,100,DUR002305,724
1952_DUR_231_P_100,100,DUR002315,724
1952_DUR_232_P_100,100,DUR002325,724
1952_DUR_233_P_100,100,DUR002335,724
1952_DUR_234_P_100,100,DUR002345,724
1952_DUR_235_P_100,100,DUR002355,724
1952_DUR_236_P_100,100,DUR002365,724
1952_DUR_237_P_100,100,DUR002375,724
1952_DUR_238_P_100,100,DUR002385,724
1952_DUR_239_P_100,100,DUR002395,724
1952_DUR_240_P_100,100,DUR002405,724
1952_DUR_241_P_100,100,DUR002415,724
1952_DUR_242_P_100,100,DUR002425,724
1952_DUR_243_P_100,100,DUR002435,724
1952_DUR_244_P_100,100,DUR002445,724
1952_DUR_245_P_100,100,DUR002455,724
1952_DUR_246_P_100,100,DUR002465,724
1952_DUR_247_P_100,100,DUR002475,724
1952_DUR_248_P_100,100,DUR002485,724
1952_DUR_249_P_100,100,DUR002495,724
1952_DUR_250_P_100,100,DUR002505,724
1952_DUR_251_P_100,100,DUR002515,724
1952_DUR_252_P_100,100,DUR002525,724
1952_DUR_253_P_100,100,DUR002535,724
1952_DUR_254_P_100,100,DUR002545,724
1952_DUR_255_P_100,100,DUR002555,724
1952_DUR_256_P_100,100,DUR002565,724
1952_DUR_38_P_5000,5000,DUR000381,722
1952_DUR_39_P_5000,5000,DUR000391,722
1952_DUR_40_P_5000,5000,DUR000401,722
1952_DUR_41_P_5000,5000,DUR000411,722
1952_DUR_42_P_5000,5000,DUR000421,722
1952_DUR_43_P_5000,5000,DUR000431,722
1952_DUR_44_P_5000,5000,DUR000441,722
1952_DUR_45_P_5000,5000,DUR000451,722
1952_DUR_46_P_15000,15000,DUR000461,722
1952_DUR_47_P_15000,15000,DUR000471,722
1952_DUR_48_P_11000,11000,DUR0048B1,722
1952_DUR_48_P_3500,3500,DUR000481,722
1952_ESSAIS DE CHEMINEMENT_P_30000,30000,1811-0021,1200
1952_ESSAIS DE HOULE 69_P_23000,23000,1310-0071,1200
1952_ESSAIS DE HOULE_P_15000,15000,1214-0201,1200
